Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Brand,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,First_Line_Designation,Line_Item_Insurance_(USD),Freight_Cost_USD_Clean,Weight_Kilograms_Clean
Haiti,PMO - US,Direct Drop,EXW,Ocean,2013-01-30,2013-03-07,2013-07-25,2013-07-25,2013-07-25,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,60,30096,247088.16,8.21,0.14,Yes,305.65,7567.99,4278.0
Others,PMO - US,Direct Drop,EXW,Air,2013-08-19,2013-08-23,2013-11-07,2013-11-07,2013-11-08,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30,32426,150780.9,4.65,0.16,Yes,186.52,26980.59,3234.0
Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2010-02-02,2010-02-03,2010-03-05,2010-03-05,2010-03-05,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30,1461,29950.5,20.5,0.68,Yes,64.57,1664.12,154780.0
Others,PMO - US,Direct Drop,EXW,Air,2012-05-16,2012-06-01,2012-06-29,2012-06-29,2012-06-29,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,30,1467,29340.0,20.0,0.67,Yes,41.13,4822.01,114.0
Others,PMO - US,Direct Drop,EXW,Air,2010-09-27,2010-11-22,2011-02-10,2011-02-10,2011-02-10,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,1,89.0,89.0,0.89,Yes,0.19,14515.01,1370.0
Haiti,PMO - US,Direct Drop,EXW,Ocean,2013-02-07,2013-03-22,2013-09-02,2013-09-02,2013-09-02,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Tablet,60,1393,6407.8,4.6,0.08,No,7.93,7117.39,3504.0
Others,PMO - US,Direct Drop,EXW,Air,2014-02-05,2014-02-28,2014-04-04,2014-04-04,2014-04-22,ARV,Pediatric,Others,Generic,Capsule,30,924,1755.6,1.9,0.06,Yes,1.8,1411.52,45.0
Tanzania,PMO - US,Direct Drop,EXW,Air,2010-12-27,2011-05-02,2011-06-27,2011-06-27,2011-06-27,HRDT,HIV,Others,Others,Test kit,25,10000,200000.0,20.0,0.8,Yes,330.0,23489.63,3334.0
Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2012-12-14,2013-01-15,2013-06-04,2013-06-04,2013-06-04,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2945,235600.0,80.0,0.8,Yes,291.44,125.42,1280.0
Nigeria,PMO - US,Direct Drop,EXW,Air,2013-08-13,2013-10-15,2014-01-24,2014-01-24,2014-02-05,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,31842,1018944.0,32.0,1.6,Yes,1260.43,77833.24,9312.0
Tanzania,PMO - US,Direct Drop,EXW,Air,2011-06-24,2011-07-14,2011-10-05,2011-10-05,2011-10-05,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,450,14400.0,32.0,1.6,Yes,23.76,2242.31,149.0
Others,PMO - US,Direct Drop,EXW,Air,2010-09-27,2010-11-22,2011-02-10,2011-02-10,2011-02-10,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2849,253561.0,89.0,0.89,Yes,546.68,9162.21,783.0
Others,PMO - US,Direct Drop,EXW,Air,2013-12-16,2014-01-22,2014-03-19,2014-03-19,2014-03-24,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,431,34480.0,80.0,0.8,Yes,35.45,5346.38,186.0
Others,PMO - US,Direct Drop,DDP,Ocean,2010-08-31,2010-09-24,2010-12-08,2010-12-08,2010-12-08,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,77143,565458.19,7.33,0.12,Yes,1219.13,3161.68,3894.0
Others,PMO - US,Direct Drop,EXW,Air,2012-01-17,2012-04-09,2012-06-18,2012-06-18,2012-06-18,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,300,30000.0,100.0,1.0,Yes,42.06,3825.21,137.0
Zambia,PMO - US,Direct Drop,EXW,Air,2011-08-31,2011-09-19,2012-08-16,2012-08-16,2012-08-16,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,7280,232960.0,32.0,1.6,Yes,384.38,25818.23,2391.0
Tanzania,PMO - US,Direct Drop,EXW,Air,2012-07-31,2012-10-04,2012-12-07,2012-12-07,2012-12-07,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2744,219520.0,80.0,0.8,Yes,307.77,22223.95,1303.0
Tanzania,PMO - US,Direct Drop,EXW,Air,2013-08-23,2013-09-09,2013-11-21,2013-11-21,2013-11-21,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,19000,216600.0,11.4,0.19,Yes,267.93,9612.49,1909.0
Nigeria,PMO - US,Direct Drop,EXW,Air,2013-06-10,2013-07-10,2013-11-07,2013-11-08,2013-11-17,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,3038,270382.0,89.0,0.89,Yes,334.46,21084.84,1234.0
Others,PMO - US,Direct Drop,EXW,Air,2012-01-10,2012-01-23,2012-04-25,2012-04-25,2012-04-25,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,165,5280.0,32.0,1.6,Yes,7.4,794.72,138.0
Haiti,PMO - US,Direct Drop,EXW,Ocean,2013-02-07,2013-03-22,2013-09-02,2013-09-02,2013-09-02,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral,240,1932,2762.76,1.43,0.01,No,3.42,7117.39,3504.0
Others,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,2011-03-24,2012-01-04,2012-01-04,2012-01-04,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,6155,91894.15,14.93,0.25,Yes,151.63,146.5,590.0
Uganda,PMO - US,Direct Drop,CIP,Air,2011-10-18,2011-11-02,2012-02-14,2012-02-14,2012-02-14,ARV,Adult,Others,Others,Tablet,60,231,21136.5,91.5,1.52,Yes,34.88,250.0,23.0
Zambia,PMO - US,Direct Drop,EXW,Air,2013-01-08,2013-01-23,2013-06-05,2013-06-06,2013-06-06,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2910,232800.0,80.0,0.8,Yes,287.97,21684.99,2910.0
Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,2014-01-31,2014-03-03,2014-04-16,2014-04-16,2014-04-29,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Others,Oral,300,600,18492.0,30.82,0.1,Yes,19.01,5848.39,554.0
Others,PMO - US,Direct Drop,DDP,Ocean,2011-03-10,2011-03-28,2011-12-07,2011-12-07,2011-12-07,ARV,Pediatric,Others,Generic,Oral,240,9960,20517.6,2.06,0.01,Yes,33.85,9021.5,3670.0
Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2014-01-22,2014-02-26,2014-10-07,2014-10-07,2014-10-09,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,1470,117600.0,80.0,0.8,Yes,120.89,7651.46,595.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2014-10-24,2014-10-30,2015-03-10,2015-03-10,2015-03-10,ARV,Adult,HETERO LABS LIMITED,Generic,Tablet,60,5600,10080.0,1.8,0.03,Yes,11.86,1328.13,606.0
Zambia,PMO - US,Direct Drop,EXW,Air,2011-08-31,2011-09-22,2011-12-20,2011-12-20,2011-12-20,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2884,230720.0,80.0,0.8,Yes,380.69,25052.44,1374.0
Others,PMO - US,Direct Drop,EXW,Air,2010-04-15,2010-06-21,2010-10-06,2010-10-06,2010-10-06,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,1686,53952.0,32.0,1.6,Yes,116.32,5806.53,564.0
Others,PMO - US,Direct Drop,EXW,Ocean,2011-01-26,2011-02-15,2011-09-21,2011-09-21,2011-09-21,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,120,13703,460420.8,33.6,0.28,Yes,759.69,11729.82,3476.0
Others,PMO - US,Direct Drop,EXW,Air,2015-03-10,2015-03-16,2015-07-02,2015-07-02,2015-07-30,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,40,1280.0,32.0,1.6,No,1.51,3918.37,508.0
Others,PMO - US,Direct Drop,EXW,Air,2013-07-18,2013-08-05,2014-01-24,2014-01-24,2014-01-24,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,350,31150.0,89.0,0.89,No,38.53,3256.76,149.0
Nigeria,PMO - US,Direct Drop,EXW,Air,2012-06-11,2012-06-26,2012-12-12,2012-12-12,2012-12-12,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30,37927,853357.5,22.5,0.75,Yes,1196.41,25732.17,5059.0
Zambia,PMO - US,Direct Drop,EXW,Ocean,2013-06-27,2013-08-19,2014-02-25,2014-02-25,2014-02-25,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30,77654,916317.2,11.8,0.39,Yes,1133.48,54417.75,8725.0
Haiti,PMO - US,Direct Drop,EXW,Air,2012-04-20,2012-08-03,2012-10-04,2012-10-04,2012-10-04,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,30,48,960.0,20.0,0.67,Yes,1.35,970.79,4.0
Vietnam,PMO - US,Direct Drop,FCA,Air,2010-03-15,2010-03-31,2010-08-02,2010-08-02,2010-08-02,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Others,Capsule,336,20,6137.6,306.88,0.91,Yes,13.23,5795.92,57.0
Vietnam,PMO - US,Direct Drop,FCA,Air,2014-12-05,2014-12-18,2015-03-31,2015-03-31,2015-03-31,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Others,Tablet,120,9000,547200.0,60.8,0.51,Yes,644.05,5134.12,2235.0
Others,PMO - US,Direct Drop,DDP,Air,2010-03-18,2010-03-19,2010-06-01,2010-06-04,2010-06-04,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30,54000,252180.0,4.67,0.16,Yes,543.7,6105.79,4568.0
Vietnam,PMO - US,Direct Drop,FCA,Air,2009-08-10,2009-08-12,2009-10-01,2009-10-01,2009-10-01,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Others,Tablet,120,1400,115080.0,82.2,0.68,Yes,225.56,954.38,209.0
Vietnam,PMO - US,Direct Drop,FCA,Air,2011-12-15,2012-01-13,2012-06-20,2012-06-20,2012-06-20,ARV,Pediatric,Others,Others,Tablet,60,300,2100.0,7.0,0.12,Yes,2.94,541.75,81.0
Others,PMO - US,Direct Drop,EXW,Air,2014-07-30,2014-08-19,2014-09-29,2014-09-29,2014-09-30,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30,36000,378000.0,10.5,0.35,Yes,388.58,20371.77,4171.0
Others,PMO - US,Direct Drop,EXW,Air,2012-07-16,2012-07-27,2012-10-19,2012-10-19,2012-10-19,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,120,954,22896.0,24.0,0.2,Yes,32.1,2492.47,243.0
Tanzania,PMO - US,Direct Drop,FCA,Air,2011-01-27,2011-04-14,2011-06-27,2011-06-27,2011-06-27,ARV,Adult,Others,Others,Capsule,30,772,18273.24,23.67,0.79,No,30.15,1870.73,140.0
Haiti,PMO - US,Direct Drop,EXW,Air,2010-10-07,2010-11-01,2010-12-21,2010-12-21,2010-12-21,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2500,244200.0,97.68,0.98,Yes,526.5,5631.87,568.0
Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2014-12-17,2015-03-13,2015-05-20,2015-05-20,2015-05-20,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,5750,460000.0,80.0,0.8,Yes,541.42,24821.13,3374.0
Others,PMO - US,Direct Drop,DDP,Ocean,2010-06-02,2010-06-17,2011-02-01,2011-02-01,2011-02-01,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30,32083,144694.33,4.51,0.15,Yes,311.96,630.5,2808.0
Mozambique,PMO - US,Direct Drop,EXW,Air,2012-09-12,2012-10-10,2012-12-24,2012-12-24,2012-12-24,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,23,736.0,32.0,1.6,Yes,1.03,558.46,8.0
Tanzania,PMO - US,Direct Drop,EXW,Air,2012-09-13,2012-10-04,2012-12-31,2012-12-31,2012-12-31,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,1568,125440.0,80.0,0.8,Yes,175.87,12950.74,678.0
Others,PMO - US,Direct Drop,DDP,Air,2010-03-18,2010-03-19,2010-10-13,2010-10-13,2010-10-13,ARV,Adult,Others,Generic,Tablet,30,72558,567403.56,7.82,0.26,Yes,1223.32,3646.13,4942.0
Others,PMO - US,Direct Drop,EXW,Air,2011-10-26,2011-11-09,2012-03-30,2012-03-30,2012-03-30,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,30,754,9802.0,13.0,0.43,No,16.17,5906.43,197.0
Mozambique,PMO - US,Direct Drop,EXW,Air,2012-10-18,2012-11-06,2013-03-20,2013-03-20,2013-03-20,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2928,234240.0,80.0,0.8,Yes,289.75,13303.36,1325.0
Mozambique,PMO - US,Direct Drop,EXW,Air,2013-10-15,2013-11-13,2014-05-02,2014-05-30,2014-05-30,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,5102,408160.0,80.0,0.8,Yes,419.59,13789.73,3543.0
Tanzania,PMO - US,Direct Drop,EXW,Air,2014-02-03,2014-03-05,2014-07-15,2014-07-15,2014-08-12,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,350,28000.0,80.0,0.8,Yes,28.78,2631.39,144.0
Nigeria,PMO - US,Direct Drop,FCA,Air,2009-11-19,2009-12-22,2010-05-21,2010-05-21,2010-05-21,ARV,Adult,Others,Others,Capsule,270,11,1062.3,96.57,0.36,Yes,2.29,2502.05,6.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2014-02-06,2014-03-10,2014-06-06,2014-06-06,2014-06-07,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,6600,14850.0,2.25,0.04,Yes,15.27,1192.25,657.0
Others,PMO - US,Direct Drop,DDP,Air,2010-03-18,2010-03-19,2010-06-09,2010-06-09,2010-06-09,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,38400,112128.0,2.92,0.05,Yes,241.75,6369.79,4528.0
Others,PMO - US,Direct Drop,EXW,Air,2010-07-23,2010-08-04,2010-09-20,2010-09-20,2010-09-20,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,1515,48480.0,32.0,1.6,Yes,104.52,4851.0,518.0
Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2011-09-05,2011-10-10,2012-03-09,2012-03-09,2012-03-09,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,60,2080,58240.0,28.0,0.47,Yes,96.1,3095.28,316.0
Others,PMO - US,Direct Drop,EXW,Air,2013-08-01,2013-09-04,2013-10-30,2013-10-30,2013-11-14,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,260,20800.0,80.0,0.8,Yes,25.73,2384.79,109.0
Uganda,PMO - US,Direct Drop,CIP,Air,2013-08-19,2013-08-22,2014-01-22,2014-01-22,2014-02-21,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30,8215,110820.35,13.49,0.45,Yes,137.08,1003.18,805.0
Others,PMO - US,Direct Drop,DDP,Air,2010-03-18,2010-03-19,2010-06-11,2010-06-11,2010-06-11,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,67120,169813.6,2.53,0.04,Yes,366.12,4116.81,3230.0
Others,PMO - US,Direct Drop,CIP,Air,2012-07-12,2012-11-06,2013-02-28,2013-02-28,2013-02-28,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,7435,661715.0,89.0,0.89,Yes,927.72,91.67,1479.0
Nigeria,PMO - US,Direct Drop,EXW,Air,2013-08-13,2013-11-01,2013-12-23,2013-12-10,2013-12-16,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,5983,532487.0,89.0,0.89,Yes,658.69,39069.63,2425.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2013-05-03,2013-05-17,2013-09-03,2013-09-03,2013-09-03,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,4000,9000.0,2.25,0.04,No,11.13,3314.03,1846.0
Zimbabwe,PMO - US,Direct Drop,FCA,Air,2010-10-26,2010-11-10,2011-11-21,2011-11-21,2011-11-21,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Generic,Tablet,60,5625,43368.75,7.71,0.13,Yes,93.5,7549.41,665.0
Haiti,PMO - US,Direct Drop,EXW,Air,2009-07-29,2009-09-01,2009-10-07,2009-10-07,2009-10-07,HRDT,HIV,Others,Others,Test kit,100,200,70000.0,350.0,3.5,Yes,137.2,9334.68,480.0
Others,PMO - US,Direct Drop,EXW,Air,2014-10-15,2014-12-18,2015-02-18,2015-02-18,2015-02-19,HRDT,HIV,Others,Others,Test kit,1,4099,100425.5,24.5,24.5,Yes,103.24,36060.0,2733.0
Others,PMO - US,Direct Drop,EXW,Air,2012-01-13,2012-05-31,2012-08-16,2012-08-16,2012-08-16,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30,131704,683543.76,5.19,0.17,Yes,958.33,119695.66,10818.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2012-07-25,2012-08-15,2012-11-15,2012-11-15,2012-11-15,ARV,Adult,Others,Generic,Tablet,60,1475,9735.0,6.6,0.11,Yes,13.65,678.83,96.0
Nigeria,PMO - US,Direct Drop,EXW,Air,2012-10-05,2012-10-16,2013-01-09,2013-01-08,2013-01-08,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2744,244216.0,89.0,0.89,Yes,342.39,24927.19,1186.0
Others,PMO - US,Direct Drop,EXW,Air,2010-04-28,2010-04-29,2010-05-21,2010-05-21,2010-05-21,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,30,3000,39000.0,13.0,0.43,Yes,84.08,1120.57,201.0
Others,PMO - US,Direct Drop,EXW,Air,2010-07-23,2010-08-27,2010-11-12,2010-11-12,2010-11-12,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,1,89.0,89.0,0.89,Yes,0.19,13753.58,1233.0
Tanzania,PMO - US,Direct Drop,FCA,Air,2013-07-15,2013-08-09,2013-11-21,2013-11-21,2013-11-21,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Generic,Tablet,60,2736,16251.84,5.94,0.1,Yes,20.1,3940.54,328.0
Nigeria,PMO - US,Direct Drop,EXW,Air,2011-04-28,2011-05-18,2011-10-12,2011-10-12,2011-10-12,HRDT,HIV,Others,Others,Test kit,20,1301,37729.0,29.0,1.45,Yes,62.25,2162.26,376.0
Tanzania,PMO - US,Direct Drop,EXW,Ocean,2013-07-03,2013-08-27,2013-10-23,2013-10-23,2013-10-23,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30,163929,2047473.21,12.49,0.42,Yes,2532.72,20312.64,21675.0
Uganda,PMO - US,Direct Drop,DAP,Air,2012-10-10,2012-10-25,2012-12-14,2012-12-14,2012-12-14,ARV,Adult,Others,Others,Tablet,120,312,20779.2,66.6,0.55,No,25.7,1061.0,94.0
Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,2010-08-10,2010-09-10,2010-10-27,2010-10-27,2010-10-27,ARV,Adult,Others,Others,Tablet,30,2000,100800.0,50.4,1.68,Yes,217.32,1315.14,269.0
Uganda,PMO - US,Direct Drop,EXW,Air,2012-06-07,2012-06-12,2012-07-23,2012-07-18,2012-07-18,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30,54383,184902.2,3.4,0.11,Yes,259.23,20869.6,4668.0
Others,PMO - US,Direct Drop,EXW,Air,2013-04-15,2013-05-23,2013-07-01,2013-07-01,2013-07-01,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,60,10,13.0,1.3,0.02,Yes,0.02,618.89,1.0
Others,PMO - US,Direct Drop,EXW,Air,2015-03-10,2015-03-17,2015-06-24,2015-06-24,2015-06-29,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,170,5440.0,32.0,1.6,Yes,6.4,143.57,58.0
Nigeria,PMO - US,Direct Drop,EXW,Air,2013-06-10,2013-07-10,2013-11-07,2013-11-07,2013-11-17,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,3053,271717.0,89.0,0.89,Yes,336.11,20705.23,1240.0
Others,PMO - US,Direct Drop,EXW,Ocean,2011-11-30,2012-03-09,2012-08-27,2012-08-27,2012-08-27,ARV,Pediatric,Others,Generic,Oral,240,7840,13720.0,1.75,0.01,Yes,19.24,20193.21,2995.0
Others,PMO - US,Direct Drop,EXW,Air,2014-12-29,2015-02-20,2015-05-08,2015-05-08,2015-05-11,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,450,14400.0,32.0,1.6,No,16.95,2796.58,191.0
Zambia,PMO - US,Direct Drop,EXW,Air,2009-08-31,2009-09-11,2010-01-28,2010-01-28,2010-01-28,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,1820,131040.0,72.0,0.72,No,256.84,18369.56,1382.0
Uganda,PMO - US,Direct Drop,FCA,Air,2010-03-12,2010-03-18,2010-05-04,2010-05-04,2010-05-04,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Others,Tablet,120,100,3616.0,36.16,0.3,Yes,7.8,1084.27,36.0
Tanzania,PMO - US,Direct Drop,EXW,Air,2011-07-22,2011-07-28,2012-02-09,2012-02-09,2012-02-09,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,450,14400.0,32.0,1.6,Yes,23.76,1938.15,148.0
Others,PMO - US,Direct Drop,EXW,Air,2012-02-24,2012-04-19,2012-07-20,2012-07-20,2012-07-20,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,4484,358720.0,80.0,0.8,Yes,502.93,32272.0,2134.0
Others,PMO - US,Direct Drop,DDP,Air,2010-03-18,2010-03-19,2010-09-07,2010-11-17,2010-11-17,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30,31680,147945.6,4.67,0.16,Yes,318.97,4263.08,2970.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2011-12-15,2012-01-16,2012-05-16,2012-05-16,2012-05-16,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,60,368,4784.0,13.0,0.22,No,6.71,13850.65,6142.0
Others,PMO - US,Direct Drop,DDP,Air,2010-03-18,2010-03-19,2010-12-08,2010-12-08,2010-12-08,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,26400,77088.0,2.92,0.05,Yes,166.2,5159.33,3113.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2010-06-23,2010-06-30,2010-09-20,2010-09-20,2010-09-20,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,60,100,1574.0,15.74,0.26,Yes,3.39,3896.68,10.0
Others,PMO - US,Direct Drop,DDP,Air,2010-03-18,2010-03-19,2010-09-07,2010-10-27,2010-10-27,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30,31680,147945.6,4.67,0.16,Yes,318.97,4263.07,2970.0
Others,PMO - US,Direct Drop,DDP,Air,2010-03-18,2010-03-19,2010-06-01,2010-06-08,2010-06-08,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30,53916,251787.72,4.67,0.16,Yes,542.85,6105.79,4561.0
Vietnam,PMO - US,Direct Drop,FCA,Air,2010-09-30,2010-10-14,2011-02-25,2011-02-25,2011-02-25,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Others,Capsule,336,18,3717.18,206.51,0.61,Yes,8.01,3785.84,55.0
Tanzania,PMO - US,Direct Drop,FCA,Air,2013-07-15,2013-08-09,2013-11-21,2013-11-21,2013-11-21,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Others,Oral,300,264,8136.48,30.82,0.1,Yes,10.06,2160.36,257.0
Others,PMO - US,Direct Drop,EXW,Air,2014-10-15,2014-12-16,2015-02-18,2015-02-18,2015-02-18,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,369,11808.0,32.0,1.6,Yes,12.14,1729.95,115.0
Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,2009-08-21,2009-09-25,2009-12-18,2009-12-18,2009-12-18,ARV,Adult,Others,Others,Tablet,30,5320,268128.0,50.4,1.68,Yes,525.53,30.0,464.0
Others,PMO - US,Direct Drop,EXW,Air,2012-01-05,2012-01-23,2012-08-29,2012-08-29,2012-08-29,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,27,864.0,32.0,1.6,Yes,1.21,490.23,10.0
Tanzania,PMO - US,Direct Drop,EXW,Air,2012-01-25,2012-02-17,2012-05-08,2012-05-08,2012-05-08,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2870,229600.0,80.0,0.8,Yes,321.9,24308.25,1368.0
Others,PMO - US,Direct Drop,EXW,Air,2012-01-05,2012-01-23,2012-03-14,2012-03-14,2012-03-14,HRDT,HIV,Others,Others,Test kit,1,175,4287.5,24.5,24.5,Yes,6.01,1437.62,1.0
Others,PMO - US,Direct Drop,DDP,Ocean,2010-11-26,2010-12-14,2011-04-04,2011-04-04,2011-04-04,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral,240,27910,59169.2,2.12,0.01,Yes,97.63,3961.7,10346.0
Vietnam,PMO - US,Direct Drop,EXW,Air,2014-07-09,2014-08-08,2015-02-05,2015-02-05,2015-02-05,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,60,10000,64900.0,6.49,0.11,No,66.72,2504.64,2672.0
Tanzania,PMO - US,Direct Drop,EXW,Air,2012-07-31,2012-10-04,2012-12-07,2012-11-30,2012-11-30,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2744,219520.0,80.0,0.8,Yes,307.77,22158.58,1303.0
Haiti,PMO - US,Direct Drop,EXW,Air,2012-05-14,2012-06-28,2012-08-07,2012-08-07,2012-08-07,ARV,Adult,Others,Generic,Tablet,60,384,1121.28,2.92,0.05,Yes,1.57,950.05,20.0
Mozambique,PMO - US,Direct Drop,EXW,Air,2013-07-31,2013-09-11,2013-11-04,2013-11-04,2013-11-18,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,645,51600.0,80.0,0.8,Yes,63.83,3453.53,267.0
Tanzania,PMO - US,Direct Drop,EXW,Air,2010-06-21,2010-06-24,2010-08-07,2010-08-07,2010-08-07,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,28755,74763.0,2.6,0.04,Yes,161.19,20294.85,3392.0
